level,String,upgradeTimeInSeconds,currency,amount,towerConstructionCostEfectivity,towerConstructionTimeEfectivity,upgradeReward,time_opt,elementalEmber_opt,electrumBar_opt,cosmicCharge_opt,Lumber_opt,time_cumulative(days),elementalEmber_cumulative,electrumBar_cumulative,cosmicCharge_cumulative,Lumber_cumulative,cumulative_rubble,XP,XP_cumulative
185,electrumBar:4550,5000000,electrumBar,4550,75,75,experience:106000,3750000,0,3413,0,0,1850.256725,0,116516,0,81370675,955173.2364,106000,15543021
186,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,1899.446539,0,116516,0,83207265,964816.4078,106000,15649021
187,electrumBar:4600,5000000,electrumBar,4600,85,85,experience:106000,4250000,0,3910,0,0,1948.636354,0,120426,0,83207265,994340.7562,106000,15755021
188,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,1997.826169,0,120426,0,85043855,1003983.928,106000,15861021
189,electrumBar:4650,5000000,electrumBar,4650,85,85,experience:106000,4250000,0,3953,0,0,2047.015984,0,124379,0,85043855,1033726.918,106000,15967021
190,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,2096.205799,0,124379,0,86880445,1043370.089,106000,16073021
191,electrumBar:4700,5000000,electrumBar,4700,85,85,experience:106000,4250000,0,3995,0,0,2145.395613,0,128374,0,86880445,1073326.637,106000,16179021
192,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,2194.585428,0,128374,0,88717035,1082969.809,106000,16285021
193,electrumBar:4750,5000000,electrumBar,4750,85,85,experience:106000,4250000,0,4038,0,0,2243.775243,0,132412,0,88717035,1113144.999,106000,16391021
194,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,2292.965058,0,132412,0,90553625,1122788.17,106000,16497021
195,electrumBar:4800,5000000,electrumBar,4800,85,85,experience:106000,4250000,0,4080,0,0,2342.154873,0,136492,0,90553625,1153176.917,106000,16603021
196,piercing:2160693,5000000,piercing,2160693,90,90,experience:106000,4500000,0,0,0,1944624,2394.238206,0,136492,0,92498249,1163387.334,106000,16709021
197,electrumBar:4850,5000000,electrumBar,4850,90,90,experience:106000,4500000,0,4365,0,0,2446.321539,0,140857,0,92498249,1195792.466,106000,16815021
198,piercing:2160693,5000000,piercing,2160693,90,90,experience:106000,4500000,0,0,0,1944624,2498.404873,0,140857,0,94442873,1206002.883,106000,16921021
199,electrumBar:4900,5000000,electrumBar,4900,90,90,experience:106000,4500000,0,4410,0,0,2550.488206,0,145267,0,94442873,1238636.827,106000,17027021
200,piercing:2160693,5000000,piercing,2160693,90,90,experience:106000,4500000,0,0,0,1944624,2602.571539,0,145267,0,96387497,1248847.244,106000,17133021
201,electrumBar:4954,5000000,electrumBar,4954,90,90,experience:108120,4500000,0,4459,0,0,2654.654873,0,149726,0,96387497,1281730.338,108120,17241141
202,piercing:2317343,5000000,piercing,2317343,90,90,experience:108120,4500000,0,0,0,2085609,2706.738206,0,149726,0,98473106,1291940.754,108120,17349261
203,electrumBar:5007,5000000,electrumBar,5007,90,90,experience:108120,4500000,0,4507,0,0,2758.821539,0,154233,0,98473106,1325067.914,108120,17457381
204,piercing:2317343,5000000,piercing,2317343,90,90,experience:108120,4500000,0,0,0,2085609,2810.904873,0,154233,0,100558715,1335278.331,108120,17565501
205,electrumBar:5061,5000000,electrumBar,5061,90,90,experience:108120,4500000,0,4555,0,0,2862.988206,0,158788,0,100558715,1368649.556,108120,17673621
206,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,2920.858576,0,158788,0,102876058,1379994.464,108120,17781741
207,electrumBar:5115,5000000,electrumBar,5115,100,100,experience:108120,5000000,0,5115,0,0,2978.728947,0,163903,0,102876058,1417347.612,108120,17889861
208,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3036.599317,0,163903,0,105193401,1428692.519,108120,17997981
209,electrumBar:5168,5000000,electrumBar,5168,100,100,experience:108120,5000000,0,5168,0,0,3094.469688,0,169071,0,105193401,1466315.156,108120,18106101
210,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3152.340058,0,169071,0,107510744,1477660.064,108120,18214221
211,electrumBar:5222,5000000,electrumBar,5222,100,100,experience:108120,5000000,0,5222,0,0,3210.210428,0,174293,0,107510744,1515557.275,108120,18322341
212,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3268.080799,0,174293,0,109828087,1526902.182,108120,18430461
213,electrumBar:5276,5000000,electrumBar,5276,100,100,experience:108120,5000000,0,5276,0,0,3325.951169,0,179569,0,109828087,1565073.967,108120,18538581
214,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3383.821539,0,179569,0,112145430,1576418.874,108120,18646701
215,electrumBar:5329,5000000,electrumBar,5329,100,100,experience:108120,5000000,0,5329,0,0,3441.69191,0,184898,0,112145430,1614860.148,108120,18754821
216,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3499.56228,0,184898,0,114462773,1626205.056,108120,18862941
217,electrumBar:5383,5000000,electrumBar,5383,100,100,experience:108120,5000000,0,5383,0,0,3557.43265,0,190281,0,114462773,1664920.903,108120,18971061
218,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3615.303021,0,190281,0,116780116,1676265.811,108120,19079181
219,electrumBar:5437,5000000,electrumBar,5437,100,100,experience:108120,5000000,0,5437,0,0,3673.173391,0,195718,0,116780116,1715256.232,108120,19187301
220,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3731.043762,0,195718,0,119097459,1726601.14,108120,19295421
221,electrumBar:5490,5000000,electrumBar,5490,100,100,experience:108120,5000000,0,5490,0,0,3788.914132,0,201208,0,119097459,1765861.05,108120,19403541
222,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3846.784502,0,201208,0,121414802,1777205.958,108120,19511661
223,electrumBar:5544,5000000,electrumBar,5544,100,100,experience:108120,5000000,0,5544,0,0,3904.654873,0,206752,0,121414802,1816740.442,108120,19619781
224,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3962.525243,0,206752,0,123732145,1828085.349,108120,19727901
225,electrumBar:5598,5000000,electrumBar,5598,100,100,experience:108120,5000000,0,5598,0,0,4020.395613,0,212350,0,123732145,1867894.407,108120,19836021
