level,String,upgradeTimeInSeconds,currency,amount,towerConstructionCostEfectivity,towerConstructionTimeEfectivity,upgradeReward,time_opt,elementalEmber_opt,electrumBar_opt,cosmicCharge_opt,Lumber_opt,time_cumulative(days),elementalEmber_cumulative,electrumBar_cumulative,cosmicCharge_cumulative,Lumber_cumulative,cumulative_rubble,XP,XP_cumulative
184,piercing:2160693,5000000,piercing,2160693,65,65,experience:106000,3250000,0,0,0,1404451,1436.483576,0,264039,116,78669812,2048727.346,106000,15437021
185,electrumBar:13650,5000000,electrumBar,13650,65,65,experience:106000,3250000,0,8873,0,0,1474.099317,0,272912,116,78669812,2101218.079,106000,15543021
186,piercing:2160693,5000000,piercing,2160693,75,75,experience:106000,3750000,0,0,0,1620520,1517.502095,0,272912,116,80290332,2109726.76,106000,15649021
187,cosmicCharge:22,5000000,cosmicCharge,22,75,75,experience:106000,3750000,0,0,17,0,1560.904873,0,272912,133,80290332,2180455.44,106000,15755021
188,piercing:2160693,5000000,piercing,2160693,75,75,experience:106000,3750000,0,0,0,1620520,1604.30765,0,272912,133,81910852,2188964.121,106000,15861021
189,electrumBar:13950,5000000,electrumBar,13950,75,75,experience:106000,3750000,0,10463,0,0,1647.710428,0,283375,133,81910852,2250674.017,106000,15967021
190,piercing:2160693,5000000,piercing,2160693,75,75,experience:106000,3750000,0,0,0,1620520,1691.113206,0,283375,133,83531372,2259182.698,106000,16073021
191,electrumBar:14100,5000000,electrumBar,14100,75,75,experience:106000,3750000,0,10575,0,0,1734.515984,0,293950,133,83531372,2321462.081,106000,16179021
192,piercing:2160693,5000000,piercing,2160693,75,75,experience:106000,3750000,0,0,0,1620520,1777.918762,0,293950,133,85151892,2329970.762,106000,16285021
193,electrumBar:14250,5000000,electrumBar,14250,75,75,experience:106000,3750000,0,10688,0,0,1821.321539,0,304638,133,85151892,2392824.716,106000,16391021
194,piercing:2160693,5000000,piercing,2160693,75,75,experience:106000,3750000,0,0,0,1620520,1864.724317,0,304638,133,86772412,2401333.397,106000,16497021
195,electrumBar:14400,5000000,electrumBar,14400,75,75,experience:106000,3750000,0,10800,0,0,1908.127095,0,315438,133,86772412,2464756.837,106000,16603021
196,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,1957.31691,0,315438,133,88609002,2474400.009,106000,16709021
197,cosmicCharge:23,5000000,cosmicCharge,23,85,85,experience:106000,4250000,0,0,20,0,2006.506725,0,315438,153,88609002,2557243.18,106000,16815021
198,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,2055.696539,0,315438,153,90445592,2566886.351,106000,16921021
199,electrumBar:14700,5000000,electrumBar,14700,85,85,experience:106000,4250000,0,12495,0,0,2104.886354,0,327933,153,90445592,2640062.849,106000,17027021
200,piercing:2160693,5000000,piercing,2160693,85,85,experience:106000,4250000,0,0,0,1836590,2154.076169,0,327933,153,92282182,2649706.021,106000,17133021
201,electrumBar:14861,5000000,electrumBar,14861,85,85,experience:108120,4250000,0,12632,0,0,2203.265984,0,340565,153,92282182,2723579.122,108120,17241141
202,piercing:2317343,5000000,piercing,2317343,85,85,experience:108120,4250000,0,0,0,1969742,2252.455799,0,340565,153,94251924,2733222.294,108120,17349261
203,electrumBar:15022,5000000,electrumBar,15022,85,85,experience:108120,4250000,0,12769,0,0,2301.645613,0,353334,153,94251924,2807792,108120,17457381
204,piercing:2317343,5000000,piercing,2317343,85,85,experience:108120,4250000,0,0,0,1969742,2350.835428,0,353334,153,96221666,2817435.171,108120,17565501
205,electrumBar:15183,5000000,electrumBar,15183,85,85,experience:108120,4250000,0,12906,0,0,2400.025243,0,366240,153,96221666,2892701.48,108120,17673621
206,piercing:2317343,5000000,piercing,2317343,90,90,experience:108120,4500000,0,0,0,2085609,2452.108576,0,366240,153,98307275,2902911.897,108120,17781741
207,cosmicCharge:24,5000000,cosmicCharge,24,90,90,experience:108120,4500000,0,0,22,0,2504.19191,0,366240,175,98307275,2993642.314,108120,17889861
208,piercing:2317343,5000000,piercing,2317343,90,90,experience:108120,4500000,0,0,0,2085609,2556.275243,0,366240,175,100392884,3003852.731,108120,17997981
209,electrumBar:15505,5000000,electrumBar,15505,90,90,experience:108120,4500000,0,13955,0,0,2608.358576,0,380195,175,100392884,3085020.136,108120,18106101
210,piercing:2317343,5000000,piercing,2317343,90,90,experience:108120,4500000,0,0,0,2085609,2660.44191,0,380195,175,102478493,3095230.553,108120,18214221
211,electrumBar:15666,5000000,electrumBar,15666,90,90,experience:108120,4500000,0,14100,0,0,2712.525243,0,394295,175,102478493,3177135.239,108120,18322341
212,piercing:2317343,5000000,piercing,2317343,90,90,experience:108120,4500000,0,0,0,2085609,2764.608576,0,394295,175,104564102,3187345.656,108120,18430461
213,electrumBar:15827,5000000,electrumBar,15827,90,90,experience:108120,4500000,0,14245,0,0,2816.69191,0,408540,175,104564102,3269987.624,108120,18538581
214,piercing:2317343,5000000,piercing,2317343,90,90,experience:108120,4500000,0,0,0,2085609,2868.775243,0,408540,175,106649711,3280198.041,108120,18646701
215,electrumBar:15988,5000000,electrumBar,15988,90,90,experience:108120,4500000,0,14390,0,0,2920.858576,0,422930,175,106649711,3363577.291,108120,18754821
216,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,2978.728947,0,422930,175,108967054,3374922.198,108120,18862941
217,cosmicCharge:25,5000000,cosmicCharge,25,100,100,experience:108120,5000000,0,0,25,0,3036.599317,0,422930,200,108967054,3477767.106,108120,18971061
218,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3094.469688,0,422930,200,111284397,3489112.013,108120,19079181
219,electrumBar:16310,5000000,electrumBar,16310,100,100,experience:108120,5000000,0,16310,0,0,3152.340058,0,439240,200,111284397,3583388.378,108120,19187301
220,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3210.210428,0,439240,200,113601740,3594733.285,108120,19295421
221,electrumBar:16471,5000000,electrumBar,16471,100,100,experience:108120,5000000,0,16471,0,0,3268.080799,0,455711,200,113601740,3689828.287,108120,19403541
222,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3325.951169,0,455711,200,115919083,3701173.194,108120,19511661
223,electrumBar:16632,5000000,electrumBar,16632,100,100,experience:108120,5000000,0,16632,0,0,3383.821539,0,472343,200,115919083,3797086.832,108120,19619781
224,piercing:2317343,5000000,piercing,2317343,100,100,experience:108120,5000000,0,0,0,2317343,3441.69191,0,472343,200,118236426,3808431.74,108120,19727901
225,electrumBar:16793,5000000,electrumBar,16793,100,100,experience:108120,5000000,0,16793,0,0,3499.56228,0,489136,200,118236426,3905164.014,108120,19836021
