level,String,upgradeTimeInSeconds,currency,amount,towerConstructionCostEfectivity,towerConstructionTimeEfectivity,upgradeReward,time_opt,elementalEmber_opt,electrumBar_opt,cosmicCharge_opt,Lumber_opt,time_cumulative(days),elementalEmber_cumulative,electrumBar_cumulative,cosmicCharge_cumulative,Lumber_cumulative,cumulative_rubble,XP,XP_cumulative
186,piercing:2160705,5000000,piercing,2160705,75,75,experience:106000,3750000,0,0,0,1620529,1519.346644,0,111328,0,80290382,863922.2,106000,15653302
187,electrumBar:4600,5000000,electrumBar,4600,75,75,experience:106000,3750000,0,3450,0,0,1562.749421,0,114778,0,80290382,889973.0957,106000,15759302
188,piercing:2160706,5000000,piercing,2160706,75,75,experience:106000,3750000,0,0,0,1620530,1606.152199,0,114778,0,81910912,898481.7763,106000,15865302
189,electrumBar:4650,5000000,electrumBar,4650,75,75,experience:106000,3750000,0,3488,0,0,1649.554977,0,118266,0,81910912,924725.8905,106000,15971302
190,piercing:2160707,5000000,piercing,2160707,75,75,experience:106000,3750000,0,0,0,1620531,1692.957755,0,118266,0,83531443,933234.5711,106000,16077302
191,electrumBar:4700,5000000,electrumBar,4700,75,75,experience:106000,3750000,0,3525,0,0,1736.360532,0,121791,0,83531443,959666.8193,106000,16183302
192,piercing:2160708,5000000,piercing,2160708,75,75,experience:106000,3750000,0,0,0,1620531,1779.76331,0,121791,0,85151974,968175.4999,106000,16289302
193,electrumBar:4750,5000000,electrumBar,4750,75,75,experience:106000,3750000,0,3563,0,0,1823.166088,0,125354,0,85151974,994800.9666,106000,16395302
194,piercing:2160709,5000000,piercing,2160709,75,75,experience:106000,3750000,0,0,0,1620532,1866.568866,0,125354,0,86772506,1003309.647,106000,16501302
195,electrumBar:4800,5000000,electrumBar,4800,75,75,experience:106000,3750000,0,3600,0,0,1909.971644,0,128954,0,86772506,1030123.248,106000,16607302
196,piercing:2160710,5000000,piercing,2160710,85,85,experience:106000,4250000,0,0,0,1836604,1959.161458,0,128954,0,88609110,1039766.419,106000,16713302
197,electrumBar:4850,5000000,electrumBar,4850,85,85,experience:106000,4250000,0,4123,0,0,2008.351273,0,133077,0,88609110,1070373.809,106000,16819302
198,piercing:2160711,5000000,piercing,2160711,85,85,experience:106000,4250000,0,0,0,1836605,2057.541088,0,133077,0,90445715,1080016.98,106000,16925302
199,electrumBar:4900,5000000,electrumBar,4900,85,85,experience:106000,4250000,0,4165,0,0,2106.730903,0,137242,0,90445715,1110837.927,106000,17031302
200,piercing:2160712,5000000,piercing,2160712,85,85,experience:106000,4250000,0,0,0,1836606,2155.920718,0,137242,0,92282321,1120481.098,106000,17137302
201,electrumBar:4954,5000000,electrumBar,4954,85,85,experience:108120,4250000,0,4211,0,0,2205.110532,0,141453,0,92282321,1151535.941,108120,17245422
202,piercing:2317364,5000000,piercing,2317364,85,85,experience:108120,4250000,0,0,0,1969760,2254.300347,0,141453,0,94252081,1161179.113,108120,17353542
203,electrumBar:5008,5000000,electrumBar,5008,85,85,experience:108120,4250000,0,4257,0,0,2303.490162,0,145710,0,94252081,1192467.852,108120,17461662
204,piercing:2317364,5000000,piercing,2317364,85,85,experience:108120,4250000,0,0,0,1969760,2352.679977,0,145710,0,96221841,1202111.023,108120,17569782
205,electrumBar:5062,5000000,electrumBar,5062,85,85,experience:108120,4250000,0,4303,0,0,2401.869792,0,150013,0,96221841,1233633.659,108120,17677902
206,piercing:2317364,5000000,piercing,2317364,90,90,experience:108120,4500000,0,0,0,2085628,2453.953125,0,150013,0,98307469,1243844.076,108120,17786022
207,electrumBar:5116,5000000,electrumBar,5116,90,90,experience:108120,4500000,0,4605,0,0,2506.036458,0,154618,0,98307469,1277469.536,108120,17894142
208,piercing:2317364,5000000,piercing,2317364,90,90,experience:108120,4500000,0,0,0,2085628,2558.119792,0,154618,0,100393097,1287679.953,108120,18002262
209,electrumBar:5170,5000000,electrumBar,5170,90,90,experience:108120,4500000,0,4653,0,0,2610.203125,0,159271,0,100393097,1321549.479,108120,18110382
210,piercing:2317364,5000000,piercing,2317364,90,90,experience:108120,4500000,0,0,0,2085628,2662.286458,0,159271,0,102478725,1331759.895,108120,18218502
211,electrumBar:5224,5000000,electrumBar,5224,90,90,experience:108120,4500000,0,4702,0,0,2714.369792,0,163973,0,102478725,1365878.571,108120,18326622
212,piercing:2317364,5000000,piercing,2317364,90,90,experience:108120,4500000,0,0,0,2085628,2766.453125,0,163973,0,104564353,1376088.988,108120,18434742
213,electrumBar:5278,5000000,electrumBar,5278,90,90,experience:108120,4500000,0,4751,0,0,2818.536458,0,168724,0,104564353,1410456.815,108120,18542862
214,piercing:2317364,5000000,piercing,2317364,90,90,experience:108120,4500000,0,0,0,2085628,2870.619792,0,168724,0,106649981,1420667.231,108120,18650982
215,electrumBar:5332,5000000,electrumBar,5332,90,90,experience:108120,4500000,0,4799,0,0,2922.703125,0,173523,0,106649981,1455279.123,108120,18759102
216,piercing:2317364,5000000,piercing,2317364,100,100,experience:108120,5000000,0,0,0,2317364,2980.573495,0,173523,0,108967345,1466624.031,108120,18867222
217,electrumBar:5386,5000000,electrumBar,5386,100,100,experience:108120,5000000,0,5386,0,0,3038.443866,0,178909,0,108967345,1505355.133,108120,18975342
218,piercing:2317364,5000000,piercing,2317364,100,100,experience:108120,5000000,0,0,0,2317364,3096.314236,0,178909,0,111284709,1516700.04,108120,19083462
219,electrumBar:5440,5000000,electrumBar,5440,100,100,experience:108120,5000000,0,5440,0,0,3154.184606,0,184349,0,111284709,1555705.716,108120,19191582
220,piercing:2317364,5000000,piercing,2317364,100,100,experience:108120,5000000,0,0,0,2317364,3212.054977,0,184349,0,113602073,1567050.623,108120,19299702
221,electrumBar:5494,5000000,electrumBar,5494,100,100,experience:108120,5000000,0,5494,0,0,3269.925347,0,189843,0,113602073,1606330.872,108120,19407822
222,piercing:2317364,5000000,piercing,2317364,100,100,experience:108120,5000000,0,0,0,2317364,3327.795718,0,189843,0,115919437,1617675.78,108120,19515942
223,electrumBar:5548,5000000,electrumBar,5548,100,100,experience:108120,5000000,0,5548,0,0,3385.666088,0,195391,0,115919437,1657230.603,108120,19624062
224,piercing:2317364,5000000,piercing,2317364,100,100,experience:108120,5000000,0,0,0,2317364,3443.536458,0,195391,0,118236801,1668575.511,108120,19732182
225,electrumBar:5602,5000000,electrumBar,5602,100,100,experience:108120,5000000,0,5602,0,0,3501.406829,0,200993,0,118236801,1708404.907,108120,19840302
